Hashmode: 0 - MD5

#1,29761.5 MH/s
#2,28364.4 MH/s
#3,26341.9 MH/s
#4,27452.7 MH/s
#*,111.9 GH/s
Hashmode: 100 - SHA1

#1,11381.4 MH/s
#2,10842.2 MH/s
#3,10376.1 MH/s
#4,10624.5 MH/s
#*,43224.2 MH/s
Hashmode: 1400 - SHA2-256

#1,4184.0 MH/s
#2,3967.3 MH/s
#3,3819.7 MH/s
#4,3938.4 MH/s
#*,15909.4 MH/s
Hashmode: 1700 - SHA2-512

#1,1397.4 MH/s
#2,1326.3 MH/s
#3,1307.6 MH/s
#4,1310.5 MH/s
#*,5341.9 MH/s
Hashmode: 2500 - WPA-EAPOL-PBKDF2 (Iterations: 4096)

#1,534.0 kH/s
#2,510.1 kH/s
#3,479.0 kH/s
#4,506.7 kH/s
#*,2029.7 kH/s
Hashmode: 1000 - NTLM

#1,49482.0 MH/s
#2,47054.9 MH/s
#3,46601.8 MH/s
#4,47369.1 MH/s
#*,190.5 GH/s
Hashmode: 3000 - LM

#1,28908.9 MH/s
#2,27666.6 MH/s
#3,27453.4 MH/s
#4,27680.4 MH/s
#*,111.7 GH/s
Hashmode: 5500 - NetNTLMv1 / NetNTLMv1+ESS

#1,29962.4 MH/s
#2,28526.0 MH/s
#3,28202.8 MH/s
#4,28549.6 MH/s
#*,115.2 GH/s
Hashmode: 5600 - NetNTLMv2

#1,2258.8 MH/s
#2,2150.8 MH/s
#3,2150.1 MH/s
#4,2173.1 MH/s
#*,8732.7 MH/s
Hashmode: 1500 - descrypt, DES (Unix), Traditional DES

#1,1245.3 MH/s
#2,1193.8 MH/s
#3,1197.0 MH/s
#4,1202.2 MH/s
#*,4838.2 MH/s
Hashmode: 500 - md5crypt, MD5 (Unix), Cisco-IOS $1$ (MD5) (Iterations: 1000)

#1,11696.3 kH/s
#2,10813.1 kH/s
#3,10830.9 kH/s
#4,11195.9 kH/s
#*,44536.1 kH/s
Hashmode: 3200 - bcrypt $2*$, Blowfish (Unix) (Iterations: 32)

#1,21375 H/s
#2,21017 H/s
#3,20816 H/s
#4,20890 H/s
#*,84098 H/s
Hashmode: 1800 - sha512crypt $6$, SHA512 (Unix) (Iterations: 5000)

#1,199.4 kH/s
#2,193.8 kH/s
#3,192.3 kH/s
#4,191.2 kH/s
#*,776.8 kH/s
Hashmode: 7500 - Kerberos 5 AS-REQ Pre-Auth etype 23

#1,422.8 MH/s
#2,414.8 MH/s
#3,411.5 MH/s
#4,413.1 MH/s
#*,1662.3 MH/s
Hashmode: 13100 - Kerberos 5 TGS-REP etype 23

#1,421.1 MH/s
#2,414.9 MH/s
#3,409.0 MH/s
#4,412.5 MH/s
#*,1657.5 MH/s
Hashmode: 15300 - DPAPI masterkey file v1 (Iterations: 23999)

#1,95935 H/s
#2,92931 H/s
#3,92911 H/s
#4,92898 H/s
#*,374.7 kH/s
Hashmode: 15900 - DPAPI masterkey file v2 (Iterations: 7999)

#1,56289 H/s
#2,55959 H/s
#3,54442 H/s
#4,54459 H/s
#*,221.1 kH/s
Hashmode: 7100 - macOS v10.8+ (PBKDF2-SHA512) (Iterations: 35000)

#1,17282 H/s
#2,16672 H/s
#3,16478 H/s
#4,16481 H/s
#*,66914 H/s
Hashmode: 11600 - 7-Zip (Iterations: 524288)

#1,11398 H/s
#2,11351 H/s
#3,11127 H/s
#4,11052 H/s
#*,44928 H/s
Hashmode: 12500 - RAR3-hp (Iterations: 262144)

#1,50855 H/s
#2,50403 H/s
#3,46484 H/s
#4,47171 H/s
#*,194.9 kH/s
Hashmode: 13000 - RAR5 (Iterations: 32767)

#1,49144 H/s
#2,47524 H/s
#3,47431 H/s
#4,47446 H/s
#*,191.5 kH/s
Hashmode: 6211 - TrueCrypt PBKDF2-HMAC-RIPEMD160 + XTS 512 bit (Iterations: 2000)

#1,338.1 kH/s
#2,325.8 kH/s
#3,304.3 kH/s
#4,325.9 kH/s
#*,1294.1 kH/s
Hashmode: 13400 - KeePass 1 (AES/Twofish) and KeePass 2 (AES) (Iterations: 6000)

#1,180.2 kH/s
#2,188.0 kH/s
#3,180.0 kH/s
#4,181.5 kH/s
#*,729.6 kH/s
Hashmode: 6800 - LastPass + LastPass sniffed (Iterations: 500)

#1,3015.8 kH/s
#2,2862.0 kH/s
#3,2879.5 kH/s
#4,2901.9 kH/s
#*,11659.3 kH/s
Hashmode: 11300 - Bitcoin/Litecoin wallet.dat (Iterations: 199999)

#1,6125 H/s
#2,5823 H/s
#3,5683 H/s
#4,5755 H/s
#*,23387 H/s

