Hashmode: 0 - MD5

#1,29198.3 MH/s
#2,28521.3 MH/s
#3,26061.7 MH/s
#4,27131.4 MH/s
#*,110.9 GH/s
Hashmode: 100 - SHA1

#1,11154.7 MH/s
#2,10833.5 MH/s
#3,10208.0 MH/s
#4,10191.0 MH/s
#*,42387.2 MH/s
Hashmode: 1400 - SHA2-256

#1,4127.2 MH/s
#2,4013.7 MH/s
#3,3795.2 MH/s
#4,3853.1 MH/s
#*,15789.2 MH/s
Hashmode: 1700 - SHA2-512

#1,1375.7 MH/s
#2,1334.4 MH/s
#3,1290.6 MH/s
#4,1277.8 MH/s
#*,5278.5 MH/s
Hashmode: 2500 - WPA-EAPOL-PBKDF2 (Iterations: 4096)

#1,532.5 kH/s
#2,516.5 kH/s
#3,497.3 kH/s
#4,490.7 kH/s
#*,2037.0 kH/s
Hashmode: 1000 - NTLM

#1,49537.1 MH/s
#2,48183.2 MH/s
#3,43394.1 MH/s
#4,46459.9 MH/s
#*,187.6 GH/s
Hashmode: 3000 - LM

#1,28858.9 MH/s
#2,27754.7 MH/s
#3,18649.1 MH/s
#4,19012.2 MH/s
#*,94274.9 MH/s
Hashmode: 5500 - NetNTLMv1 / NetNTLMv1+ESS

#1,29958.1 MH/s
#2,29106.7 MH/s
#3,27933.8 MH/s
#4,28326.0 MH/s
#*,115.3 GH/s
Hashmode: 5600 - NetNTLMv2

#1,2266.1 MH/s
#2,2186.5 MH/s
#3,2104.4 MH/s
#4,2136.1 MH/s
#*,8693.2 MH/s
Hashmode: 1500 - descrypt, DES (Unix), Traditional DES

#1,1253.1 MH/s
#2,1205.4 MH/s
#3,1176.6 MH/s
#4,1176.6 MH/s
#*,4811.7 MH/s
Hashmode: 500 - md5crypt, MD5 (Unix), Cisco-IOS $1$ (MD5) (Iterations: 1000)

#1,11609.3 kH/s
#2,11214.2 kH/s
#3,10126.6 kH/s
#4,11141.9 kH/s
#*,44092.2 kH/s
Hashmode: 3200 - bcrypt $2*$, Blowfish (Unix) (Iterations: 32)

#1,20898 H/s
#2,21335 H/s
#3,19697 H/s
#4,20433 H/s
#*,82363 H/s
Hashmode: 1800 - sha512crypt $6$, SHA512 (Unix) (Iterations: 5000)

#1,198.6 kH/s
#2,197.1 kH/s
#3,189.9 kH/s
#4,190.4 kH/s
#*,775.9 kH/s
Hashmode: 7500 - Kerberos 5 AS-REQ Pre-Auth etype 23

#1,424.6 MH/s
#2,423.2 MH/s
#3,401.9 MH/s
#4,412.7 MH/s
#*,1662.4 MH/s
Hashmode: 13100 - Kerberos 5 TGS-REP etype 23

#1,424.5 MH/s
#2,422.5 MH/s
#3,398.4 MH/s
#4,409.3 MH/s
#*,1654.7 MH/s
Hashmode: 15300 - DPAPI masterkey file v1 (Iterations: 23999)

#1,94890 H/s
#2,93642 H/s
#3,92367 H/s
#4,91400 H/s
#*,372.3 kH/s
Hashmode: 15900 - DPAPI masterkey file v2 (Iterations: 7999)

#1,56406 H/s
#2,56197 H/s
#3,52704 H/s
#4,54200 H/s
#*,219.5 kH/s
Hashmode: 7100 - macOS v10.8+ (PBKDF2-SHA512) (Iterations: 35000)

#1,17252 H/s
#2,16735 H/s
#3,16535 H/s
#4,16303 H/s
#*,66825 H/s
Hashmode: 11600 - 7-Zip (Iterations: 524288)

#1,11371 H/s
#2,11422 H/s
#3,11030 H/s
#4,10912 H/s
#*,44735 H/s
Hashmode: 12500 - RAR3-hp (Iterations: 262144)

#1,50837 H/s
#2,47167 H/s
#3,46332 H/s
#4,46490 H/s
#*,190.8 kH/s
Hashmode: 13000 - RAR5 (Iterations: 32767)

#1,49293 H/s
#2,47959 H/s
#3,47051 H/s
#4,47019 H/s
#*,191.3 kH/s
Hashmode: 6211 - TrueCrypt PBKDF2-HMAC-RIPEMD160 + XTS 512 bit (Iterations: 2000)

#1,340.3 kH/s
#2,328.2 kH/s
#3,316.4 kH/s
#4,319.8 kH/s
#*,1304.7 kH/s
Hashmode: 13400 - KeePass 1 (AES/Twofish) and KeePass 2 (AES) (Iterations: 6000)

#1,188.7 kH/s
#2,188.9 kH/s
#3,177.1 kH/s
#4,177.8 kH/s
#*,732.6 kH/s
Hashmode: 6800 - LastPass + LastPass sniffed (Iterations: 500)

#1,3006.0 kH/s
#2,2924.0 kH/s
#3,2831.8 kH/s
#4,2899.3 kH/s
#*,11661.2 kH/s
Hashmode: 11300 - Bitcoin/Litecoin wallet.dat (Iterations: 199999)

#1,6127 H/s
#2,5942 H/s
#3,5651 H/s
#4,5659 H/s
#*,23380 H/s

