Hashmode: 0 - MD
#1,26106.5 MH/s
#2,27672.7 MH/s
#3,27634.4 MH/s
#4,28295.7 MH/s
#*,109.7 GH/s

Hashmode: 100 - SHA
#1,9950.4 MH/s
#2,10050.9 MH/s
#3,10506.9 MH/s
#4,10778.0 MH/s
#*,41286.2 MH/s

Hashmode: 1400 - SHA2-25
#1,3634.6 MH/s
#2,3694.9 MH/s
#3,3821.1 MH/s
#4,3979.1 MH/s
#*,15129.7 MH/s

Hashmode: 1700 - SHA2-51
#1,1207.4 MH/s
#2,1235.4 MH/s
#3,1307.5 MH/s
#4,1338.3 MH/s
#*,5088.6 MH/s

Hashmode: 2500 - WPA-EAPOL-PBKDF2 (Iterations: 4096
#1,505.4 kH/s
#2,504.1 kH/s
#3,505.3 kH/s
#4,514.6 kH/s
#*,2029.3 kH/s

Hashmode: 1000 - NTL
#1,44386.0 MH/s
#2,46455.6 MH/s
#3,46672.7 MH/s
#4,47959.3 MH/s
#*,185.5 GH/s

Hashmode: 3000 - L
#1,25829.1 MH/s
#2,25740.5 MH/s
#3,26719.4 MH/s
#4,28027.8 MH/s
#*,106.3 GH/s

Hashmode: 5500 - NetNTLMv1 / NetNTLMv1+ES
#1,26719.2 MH/s
#2,26739.9 MH/s
#3,27205.9 MH/s
#4,28949.5 MH/s
#*,109.6 GH/s

Hashmode: 5600 - NetNTLMv
#1,1982.3 MH/s
#2,2035.0 MH/s
#3,2078.9 MH/s
#4,2201.0 MH/s
#*,8297.3 MH/s

Hashmode: 1500 - descrypt, DES (Unix), Traditional DE




#1,1080.1 MH/s
#2,1154.8 MH/s
#3,1187.8 MH/s
#4,1203.4 MH/s
#*,4626.1 MH/s

Hashmode: 500 - md5crypt, MD5 (Unix), Cisco-IOS $1$ (MD5) (Iterations: 1000
#1,11243.7 kH/s
#2,11175.8 kH/s
#3,11058.5 kH/s
#4,11519.4 kH/s
#*,44997.4 kH/s

Hashmode: 3200 - bcrypt $2*$, Blowfish (Unix) (Iterations: 32
#1,21020 H/s
#2,20444 H/s
#3,20551 H/s
#4,21347 H/s
#*,83363 H/s

Hashmode: 1800 - sha512crypt $6$, SHA512 (Unix) (Iterations: 5000
#1,192.8 kH/s
#2,190.7 kH/s
#3,190.1 kH/s
#4,195.9 kH/s
#*,769.5 kH/s

Hashmode: 7500 - Kerberos 5 AS-REQ Pre-Auth etype 2
#1,410.1 MH/s
#2,412.6 MH/s
#3,410.1 MH/s
#4,425.2 MH/s
#*,1658.0 MH/s

Hashmode: 13100 - Kerberos 5 TGS-REP etype 2
#1,407.9 MH/s
#2,411.5 MH/s
#3,409.8 MH/s
#4,424.3 MH/s
#*,1653.5 MH/s

Hashmode: 15300 - DPAPI masterkey file v1 (Iterations: 23999
#1,85338 H/s
#2,92214 H/s
#3,92074 H/s
#4,93849 H/s
#*,363.5 kH/s

Hashmode: 15900 - DPAPI masterkey file v2 (Iterations: 7999
#1,55034 H/s
#2,53993 H/s
#3,53851 H/s
#4,56366 H/s
#*,219.2 kH/s

Hashmode: 7100 - macOS v10.8+ (PBKDF2-SHA512) (Iterations: 35000
#1,16856 H/s
#2,16481 H/s
#3,16308 H/s
#4,16843 H/s
#*,66488 H/s

Hashmode: 11600 - 7-Zip (Iterations: 524288
#1,11216 H/s
#2,11027 H/s
#3,10973 H/s
#4,11494 H/s
#*,44710 H/s

Hashmode: 12500 - RAR3-hp (Iterations: 262144
#1,50573 H/s
#2,50859 H/s
#3,47477 H/s
#4,47694 H/s
#*,196.6 kH/s

Hashmode: 13000 - RAR5 (Iterations: 32767
#1,46612 H/s
#2,47201 H/s
#3,47087 H/s
#4,48347 H/s
#*,189.2 kH/s

Hashmode: 6211 - TrueCrypt PBKDF2-HMAC-RIPEMD160 + XTS 512 bit (Iterations: 2000
#1,330.7 kH/s
#2,322.8 kH/s
#3,323.4 kH/s
#4,329.5 kH/s
#*,1306.3 kH/s

Hashmode: 13400 - KeePass 1 (AES/Twofish) and KeePass 2 (AES) (Iterations: 6000
#1,179.5 kH/s
#2,183.2 kH/s
#3,180.9 kH/s
#4,186.2 kH/s
#*,729.8 kH/s

Hashmode: 6800 - LastPass + LastPass sniffed (Iterations: 500
#1,2939.4 kH/s
#2,2889.9 kH/s
#3,2882.4 kH/s
#4,2930.1 kH/s
#*,11641.7 kH/s

Hashmode: 11300 - Bitcoin/Litecoin wallet.dat (Iterations: 199999
#1,5616 H/s
#2,5728 H/s
#3,5728 H/s
#4,5849 H/s
#*,22920 H/s

