Hashmode: 0 - MD
#1,25882.1 MH/s
#2,27683.3 MH/s
#3,27635.7 MH/s
#4,28326.7 MH/s
#*,109.5 GH/s

Hashmode: 100 - SHA
#1,9391.1 MH/s
#2,10060.3 MH/s
#3,10498.7 MH/s
#4,10798.7 MH/s
#*,40748.8 MH/s

Hashmode: 1400 - SHA2-25
#1,3461.9 MH/s
#2,3672.9 MH/s
#3,3803.0 MH/s
#4,3983.0 MH/s
#*,14920.9 MH/s

Hashmode: 1700 - SHA2-51
#1,1200.9 MH/s
#2,1283.8 MH/s
#3,1283.8 MH/s
#4,1337.6 MH/s
#*,5106.1 MH/s

Hashmode: 2500 - WPA-EAPOL-PBKDF2 (Iterations: 4096
#1,505.3 kH/s
#2,504.1 kH/s
#3,505.5 kH/s
#4,514.5 kH/s
#*,2029.5 kH/s

Hashmode: 1000 - NTL
#1,44367.5 MH/s
#2,46306.7 MH/s
#3,46794.5 MH/s
#4,47924.6 MH/s
#*,185.4 GH/s

Hashmode: 3000 - L
#1,25359.0 MH/s
#2,25990.2 MH/s
#3,26941.5 MH/s
#4,28022.9 MH/s
#*,106.3 GH/s

Hashmode: 5500 - NetNTLMv1 / NetNTLMv1+ES
#1,26592.6 MH/s
#2,26730.2 MH/s
#3,27517.7 MH/s
#4,28944.3 MH/s
#*,109.8 GH/s

Hashmode: 5600 - NetNTLMv
#1,1995.0 MH/s
#2,1986.1 MH/s
#3,2101.6 MH/s
#4,2200.7 MH/s
#*,8283.3 MH/s

Hashmode: 1500 - descrypt, DES (Unix), Traditional DE




#1,1086.3 MH/s
#2,1144.5 MH/s
#3,1192.7 MH/s
#4,1203.5 MH/s
#*,4627.0 MH/s

Hashmode: 500 - md5crypt, MD5 (Unix), Cisco-IOS $1$ (MD5) (Iterations: 1000
#1,10954.7 kH/s
#2,11122.9 kH/s
#3,10988.8 kH/s
#4,11539.9 kH/s
#*,44606.3 kH/s

Hashmode: 3200 - bcrypt $2*$, Blowfish (Unix) (Iterations: 32
#1,21002 H/s
#2,20457 H/s
#3,20542 H/s
#4,21338 H/s
#*,83339 H/s

Hashmode: 1800 - sha512crypt $6$, SHA512 (Unix) (Iterations: 5000
#1,192.6 kH/s
#2,190.6 kH/s
#3,190.2 kH/s
#4,195.9 kH/s
#*,769.3 kH/s

Hashmode: 7500 - Kerberos 5 AS-REQ Pre-Auth etype 2
#1,404.6 MH/s
#2,412.1 MH/s
#3,410.2 MH/s
#4,425.4 MH/s
#*,1652.2 MH/s

Hashmode: 13100 - Kerberos 5 TGS-REP etype 2
#1,412.0 MH/s
#2,410.5 MH/s
#3,408.2 MH/s
#4,424.1 MH/s
#*,1654.8 MH/s

Hashmode: 15300 - DPAPI masterkey file v1 (Iterations: 23999
#1,86452 H/s
#2,92496 H/s
#3,92128 H/s
#4,93829 H/s
#*,364.9 kH/s

Hashmode: 15900 - DPAPI masterkey file v2 (Iterations: 7999
#1,55031 H/s
#2,54292 H/s
#3,53848 H/s
#4,56483 H/s
#*,219.7 kH/s

Hashmode: 7100 - macOS v10.8+ (PBKDF2-SHA512) (Iterations: 35000
#1,16834 H/s
#2,16478 H/s
#3,16299 H/s
#4,16848 H/s
#*,66458 H/s

Hashmode: 11600 - 7-Zip (Iterations: 524288
#1,11213 H/s
#2,11046 H/s
#3,10971 H/s
#4,11482 H/s
#*,44712 H/s

Hashmode: 12500 - RAR3-hp (Iterations: 262144
#1,50605 H/s
#2,50852 H/s
#3,47473 H/s
#4,47687 H/s
#*,196.6 kH/s

Hashmode: 13000 - RAR5 (Iterations: 32767
#1,46286 H/s
#2,47156 H/s
#3,47098 H/s
#4,48268 H/s
#*,188.8 kH/s

Hashmode: 6211 - TrueCrypt PBKDF2-HMAC-RIPEMD160 + XTS 512 bit (Iterations: 2000
#1,330.9 kH/s
#2,322.8 kH/s
#3,323.1 kH/s
#4,329.5 kH/s
#*,1306.3 kH/s

Hashmode: 13400 - KeePass 1 (AES/Twofish) and KeePass 2 (AES) (Iterations: 6000
#1,179.0 kH/s
#2,183.2 kH/s
#3,181.0 kH/s
#4,185.0 kH/s
#*,728.2 kH/s

Hashmode: 6800 - LastPass + LastPass sniffed (Iterations: 500
#1,2945.9 kH/s
#2,2886.7 kH/s
#3,2874.0 kH/s
#4,2934.7 kH/s
#*,11641.4 kH/s

Hashmode: 11300 - Bitcoin/Litecoin wallet.dat (Iterations: 199999
#1,5564 H/s
#2,5727 H/s
#3,5726 H/s
#4,5842 H/s
#*,22860 H/s

